cluster,word,n,tf,idf,tf_idf
1,metastasis,8.840120092709196,0.0025015575160439204,0.28768207245178085,7.19653250572844e-4
1,singlecell,2.944860238085546,8.333299983512025e-4,0.47000362924573563,3.916681235844081e-4
1,endoscopic,3.323249700631044,9.404058066089635e-4,0.28768207245178085,2.7053789139095525e-4
1,anticancer,1.6223568996325635,4.590909459848507e-4,0.47000362924573563,2.1577441076673783e-4
1,epigenetic,2.574832967995064,7.286205047098801e-4,0.28768207245178085,2.0961105682580086e-4
1,polarization,0.7407711304954032,2.0962176641553082e-4,0.9808292530117262,2.0560316056834365e-4
1,tcell,5.255543049847168,0.0014872018795401283,0.13353139262452257,1.985881380888008e-4
1,methylation,5.193952324568793,0.001469773073129932,0.13353139262452257,1.9626084529706408e-4
1,immunosuppressive,2.373932228618234,6.717700604516201e-4,0.28768207245178085,1.9325620320178016e-4
1,cytotoxicity,1.4455296092262753,4.0905275275687075e-4,0.47000362924573563,1.9225627834868785e-4
2,progressionfree,3.7600660281077034,9.544105199926069e-4,0.47000362924573563,4.4857640818683493e-4
2,metastasis,4.0175290460809405,0.001019761875800145,0.28768207245178085,2.9336720983750127e-4
2,aor,1.9769725313178415,5.018112361648439e-4,0.47000362924573563,2.3585310219376556e-4
2,openlabel,2.3968321590740382,6.083834193805626e-4,0.28768207245178085,1.7502100293270118e-4
2,foot,4.803974146743825,0.0012193837632506282,0.13353139262452257,1.628260120505875e-4
2,iqr,4.634488778764141,0.0011763636096215615,0.13353139262452257,1.5708147102557732e-4
2,nationwide,1.2019506217733895,3.050888759284625e-4,0.47000362924573563,1.4339287892887933e-4
2,education,1.9163162802963707,4.8641497353396173e-4,0.28768207245178085,1.3993286765782824e-4
2,outpatient,1.693224651134473,4.2978804299530855e-4,0.28768207245178085,1.2364231492388545e-4
2,bad,3.621008273260583,9.191137504357603e-4,0.13353139262452257,1.2273053907603496e-4
3,mci,12.634268917050928,0.0027734445021057328,0.28768207245178085,7.978702621957746e-4
3,eeg,10.557397998322417,0.0023175347641582376,0.28768207245178085,6.667132039320909e-4
3,pet,10.218543195335547,0.0022431501680627935,0.28768207245178085,6.453140891688649e-4
3,neuropsychological,3.986782169676245,8.751688888511233e-4,0.28768207245178085,2.517703996900134e-4
3,calibration,3.615796835663208,7.937310754140731e-4,0.28768207245178085,2.283422007445013e-4
3,walk,7.679043933713469,0.001685685362501941,0.13353139262452257,2.2509191398165733e-4
3,interpretable,3.3574218945406886,7.370132261548213e-4,0.28768207245178085,2.1202549232459205e-4
3,multimodal,6.01756606495799,0.001320961713613056,0.13353139262452257,1.7638985722242712e-4
3,betweengroup,1.6954312873088062,3.721770221416365e-4,0.47000362924573563,1.7492455112843967e-4
3,moca,5.1082596043405575,0.0011213529336760448,0.13353139262452257,1.4973581885735615e-4
4,aor,12.718098055512606,0.003122652586871251,0.47000362924573563,0.0014676580487030728
4,mace,11.281667929959648,0.002769968386148838,0.47000362924573563,0.001301895194385907
4,inhospital,7.919084986585304,0.001944359220307741,0.28768207245178085,5.593572900888596e-4
4,fetal,7.2330742481634225,0.001775924191925016,0.28768207245178085,5.109015520502428e-4
4,visit,5.13016240811161,0.0012595998902379657,0.28768207245178085,3.6236430688369364e-4
4,quartile,4.634480676454933,0.0011378960132222011,0.28768207245178085,3.273522833183818e-4
4,hospitalization,9.78513812894409,0.0024025280162072336,0.13353139262452257,3.2081291182358345e-4
4,nationwide,2.451059049867542,6.018042830960531e-4,0.47000362924573563,2.8285019715077305e-4
4,admission,7.961403158889142,0.001954749527855257,0.13353139262452257,2.6102042668664044e-4
4,birth,7.50697045419755,0.001843173452983824,0.13353139262452257,2.4612151802548e-4
5,nihss,6.313032326383663,0.0016729438164202087,0.6931471805599453,0.0011595962895868622
5,stenosis,9.467601631624946,0.0025088998102802142,0.28768207245178085,7.217654969952918e-4
5,angiography,8.308786602222593,0.002201815617203701,0.28768207245178085,6.334228799138577e-4
5,anticoagulation,6.203154687555994,0.0016438264118298063,0.28768207245178085,4.7289938890617326e-4
5,thromboembolic,5.3506989123288795,0.0014179269479576127,0.28768207245178085,4.0791216297367445e-4
5,valve,11.52329883574094,0.00305365639447914,0.13353139262452257,4.07758990951578e-4
5,percutaneous,4.53335398750482,0.0012013318052157837,0.28768207245178085,3.4560162342671576e-4
5,intraoperative,4.32476618332727,0.00114605635925915,0.28768207245178085,3.29699868578215e-4
5,aneurysm,8.940636763755688,0.0023692549341581288,0.13353139262452257,3.1636991084065647e-4
5,reperfusion,3.992013904944521,0.0010578775194021648,0.28768207245178085,3.0433239718176376e-4
6,ferroptosis,19.64345565956181,0.006444373421178699,0.28768207245178085,0.0018539307014578614
6,polarization,3.339180658853018,0.001095475636230616,0.9808292530117262,0.0010744745499766206
6,macrophage,12.462713946748208,0.00408860762108742,0.13353139262452257,5.459574695390395e-4
6,wind,11.5785710355893,0.0037985493352163937,0.13353139262452257,5.072255826843995e-4
6,peroxidation,5.298828628223419,0.0017383718510078857,0.28768207245178085,5.00098416789787e-4
6,ros,4.946566629957057,0.0016228062449219715,0.28768207245178085,4.66852263726845e-4
6,membrane,9.13928352286236,0.002998299120281388,0.13353139262452257,4.0036705703605464e-4
6,mitochondrion,3.8272796493249923,0.0012556049034845994,0.28768207245178085,3.6121502081506784e-4
6,singlecell,2.305613431215467,7.563961338139129e-4,0.47000362924573563,3.5550892803998214e-4
6,autophagy,2.1879505213190096,7.177947928718381e-4,0.47000362924573563,3.3736615770345497e-4
7,nurse,7.765321960685346,0.0019230990085497182,0.47000362924573563,9.038635134172435e-4
7,thematic,4.0955590840759175,0.0010142741864302637,0.6931471805599453,7.030412926388696e-4
7,education,8.185800789275174,0.002027231512323699,0.28768207245178085,5.831981628048396e-4
7,interview,7.890936869264129,0.0019542078160621375,0.28768207245178085,5.621905545262243e-4
7,caregiver,15.86058661206225,0.0039279090478280525,0.13353139262452257,5.244991652589423e-4
7,rural,4.206730433675283,0.001041806014894824,0.47000362924573563,4.896526079706042e-4
7,semistructured,2.8261994322312156,6.999144856587432e-4,0.6931471805599453,4.851437523674221e-4
7,hbac,10.050299526843219,0.002488978712480079,0.13353139262452257,3.323567936902561e-4
7,referral,3.71436967447103,9.198717934075135e-4,0.28768207245178085,2.646306239174099e-4
7,skill,3.645552241465782,9.02829005245817e-4,0.28768207245178085,2.5972771929869636e-4
8,αsyn,18.340241347907842,0.0036022454049630848,0.47000362924573563,0.0016930684137664246
8,astrocyte,10.895237061730075,0.002139956443161954,0.6931471805599453,0.0014833047750987972
8,fibril,10.950800352507333,0.00215086974605095,0.47000362924573563,0.0010109165866788
8,autophagy,10.19589862777711,0.002002597909409151,0.47000362924573563,9.412282853422238e-4
8,polarization,3.6180701673300972,7.106327767374565e-4,0.9808292530117262,6.970094155730483e-4
8,microglial,11.795343537601564,0.0023167482505966723,0.28768207245178085,6.664869380806884e-4
8,αsynuclein,11.621198809541328,0.0022825441180253695,0.28768207245178085,6.566470223361606e-4
8,neuron,24.632694411651045,0.0048381593553212445,0.13353139262452257,6.460461564554081e-4
8,microglia,10.529707201200248,0.0020681619539023796,0.28768207245178085,5.94973117064561e-4
8,affinity,5.892554420625956,0.001157369016172525,0.47000362924573563,5.439676379776533e-4
