doc_id,nonzero_terms,max_tfidf,mean_tfidf
435,80,0.5396017093645223,0.0016775254610344296
436,98,0.27929752942719605,0.001634199434873971
437,81,0.21657584762020257,0.0016006225809713514
438,57,0.20481576844962535,0.0015523296773079492
439,81,0.13972431052668716,0.0015066472093352476
440,81,0.18310072877287242,0.001695358364421707
441,66,0.23499566373822675,0.001436307048352605
442,83,0.19093598946744636,0.0017170807232570536
443,91,0.1277330347482924,0.0015137427049661534
444,75,0.21652210521906504,0.0015875308583429718
445,78,0.15622095724933158,0.001491771090275039
446,109,0.12304607668085843,0.0016014934390710918
447,66,0.171943954327479,0.0015300561476471982
448,63,0.4700994570505194,0.0016584041316253825
449,45,0.2118699523396558,0.0017437460352043707
450,75,0.13258911047263439,0.001572884243959737
451,60,0.3178049285094837,0.0016560534145254164
452,65,0.24187577441024552,0.0017020611449129188
453,69,0.1887384317689459,0.001350015784113569
454,96,0.29550080030578696,0.0017010727113247414
455,70,0.26162903077227845,0.001734635957791151
456,66,0.18641057293655638,0.001526022046608579
457,110,0.2622692220565996,0.0017146564828686686
458,73,0.33412719144456343,0.0017794517626085547
459,92,0.18247927282218948,0.0016901244166493386
460,77,0.21837104110709005,0.0013992750985503907
461,66,0.17944336491442453,0.0015355120240826917
462,104,0.24759382816003903,0.0017365490138541715
463,57,0.16481529967639538,0.0016963610451342162
464,104,0.18919179552415333,0.0014182267235028799
465,79,0.2681913990629158,0.0017368715151552501
466,62,0.2554660694965848,0.0013701643070723995
467,69,0.3190568997896013,0.001570734016022228
468,107,0.2297021176441806,0.0016494009774012967
469,78,0.1660115315258463,0.0016516611197204757
470,75,0.17047228170753845,0.0014285688306876544
471,75,0.18176867117261739,0.0016246052116716393
472,83,0.38378828752652944,0.0017522578978873154
473,73,0.2233438428583339,0.0014658076884163898
474,74,0.39444651085770666,0.0017797738309952725
475,93,0.1980179299626719,0.001630406649325653
476,71,0.137570113800966,0.0014204234952393078
477,100,0.15077820818168872,0.0015217774865455098
478,88,0.1722844576987253,0.0015846335076195029
479,73,0.21442159223607377,0.001504617750287202
480,50,0.23261178765664162,0.0014743713151054473
481,74,0.5379052344587815,0.0017300604584048265
482,59,0.19263103092328515,0.001603574944865183
483,72,0.32604421454712657,0.0016676112473761901
484,84,0.25424217377897323,0.0016435271992231676
485,95,0.11945491901928243,0.0014706031988037742
486,81,0.2857977272491994,0.0016577302834658314
487,35,0.30536738472759517,0.001826500612465111
488,45,0.1879556187438997,0.0014206878845409528
489,59,0.27341748358735796,0.0018078190462176666
490,89,0.21772833338657757,0.0016538163473716475
491,83,0.26084028962042094,0.0015807727668665922
492,71,0.22529719194547707,0.001466895804364884
493,49,0.4704555173545831,0.0017061528381959107
494,57,0.25665335747949525,0.0014251484739749552
495,82,0.15541942984520019,0.0016144821378572395
496,59,0.1374913475641777,0.001383692552919429
497,93,0.26334760323900336,0.0018092679019000352
498,75,0.3209421859867374,0.0017681531263555477
499,74,0.3457733706994191,0.0015161507723388575
500,60,0.3207192653242195,0.001805273239486351
501,87,0.2322425917421191,0.0015616198956998409
502,54,0.12319537450798676,0.0015319987278844078
503,56,0.22636168612114277,0.0015442065289932756
504,83,0.3004994108022691,0.0015659935565467324
505,40,0.32941072820972966,0.0013798870867322778
506,69,0.2918556918445741,0.0015127147467245904
507,66,0.27158401403056237,0.0017100870794855819
508,99,0.10958932395484614,0.0016555259623657853
509,73,0.18523172437799168,0.001776060096768788
510,78,0.2950196828577647,0.0017442767118186005
511,70,0.1978328712230516,0.001523199057502665
512,65,0.3781547398856528,0.0014410375869364335
513,100,0.415104803107954,0.0017803577234277626
514,92,0.12081458108188711,0.0016566327461289988
515,45,0.408947566747288,0.0017734932238111806
516,62,0.27474407368734144,0.0017709388399082323
517,57,0.2304820051206542,0.0015242008134139279
518,95,0.19049005310869413,0.0015626767694240646
