doc_id,UMAP1,UMAP2,cluster_kmeans,cluster_hdbscan
368,1.8460356244122822,4.330846808822356,6,3
369,-0.8735771528208416,-2.303120829193391,2,3
370,1.1468569287335713,-2.6277117505953687,2,3
371,0.8119299658810932,5.7415442689969165,6,3
372,-0.6637353650057476,-2.2976443544314282,2,3
373,2.819249416259511,-5.552717186538972,4,3
374,12.952069068816884,-4.32776878031949,7,0
375,-0.888951276870982,-0.3184029832766433,2,3
376,0.2371844002282459,1.3682540878369431,1,3
377,0.6484255441701252,-5.025177456466951,4,3
378,3.369176174072011,0.23250576105853127,7,3
379,3.035502220062001,-5.841908432571687,4,3
380,3.334405208495839,5.038787387283049,6,3
381,-1.6886182776415508,6.555378936202727,8,3
382,1.2806393155133564,-4.639169193832673,4,3
383,3.243701959518178,-2.0970082059786694,7,3
384,3.5395312556302385,6.806549571426116,6,1
385,1.4538554200208027,-0.11508617552975609,2,3
386,-1.7905266037905376,6.914993785293303,8,3
387,12.96029927816747,-4.335440136520662,7,0
388,2.0939040431058245,3.7622747644497974,1,3
389,-0.7110350480997722,4.500555537612639,8,3
390,0.2896221229111988,-4.56027028712491,4,3
391,-3.8040892830813093,-2.3796036020205396,5,3
392,-3.063854431244151,6.039163611800872,8,3
393,1.4215362319028217,-6.644091583816804,4,3
394,2.6123433360135393,-2.4100012556002515,7,3
395,1.9400606402432758,5.218944571883879,6,3
396,-3.12630698594691,-1.5026123300478835,3,3
397,-1.6358859291994732,6.402222655685149,8,3
398,-0.06391173831613475,3.961729310424529,8,3
399,0.6076019653355915,-5.836218334762849,4,3
400,0.7951759346997578,6.813019297988616,6,3
401,3.5179836997067766,0.4012642129971604,7,3
402,-0.7992205968821209,5.544693492324553,8,3
403,1.741772795585378,6.047904990585051,6,3
404,0.2594121345555622,3.723718188674651,1,3
405,0.17364748802541083,1.9831385835721116,1,3
406,0.7668124684369404,-4.465218998520173,4,3
407,3.0955310114896135,-0.3299886957095046,7,3
408,0.8362249979054768,-5.412177063553132,4,3
409,3.4609205969846086,-0.7158293500826736,7,3
410,2.0708439597165422,-3.5542416349337476,4,3
411,0.283454740909322,0.1456250175549607,2,3
412,3.580580497649892,-0.43967602404812767,7,3
413,3.233764911559804,4.942722819717131,6,3
414,-1.3543070307696026,-2.89623949679593,5,3
415,-0.005662751826063933,-6.761045433609285,4,3
416,-2.9618983021700545,5.459445498855315,8,3
417,3.541379476455434,6.812374137313567,6,1
418,4.200561309722646,-1.6504080072329421,7,3
419,2.8754713782346086,-0.584435679046907,7,3
420,-0.8313209763491314,-2.144734360306062,2,3
421,4.208430076507314,-4.571850277511873,7,3
422,-2.723677372070567,-2.016114927856721,3,3
423,0.37182336535809823,0.5517952069356065,1,3
424,2.2989845522916155,-3.0303764120028394,7,3
425,3.5048678168332414,4.996347688110076,6,3
426,1.373700524238332,-1.5516049638674636,2,3
427,-3.6356003037417097,-1.7796549573824783,3,3
428,0.1927929767644245,-5.640624500839509,4,3
429,3.317115808395131,-6.23582313212613,4,3
430,0.13339602437375372,-2.2017118707583325,2,3
431,-0.707574164005534,5.761922381789885,8,3
432,-0.7879715910875957,2.5278960689618213,1,3
433,3.178441310790761,0.175596915157042,7,3
434,1.9978907355344135,7.047558329971038,6,3
435,4.512779975799306,-2.118636585800447,7,3
436,3.6151561984097795,6.720310233504973,6,1
437,3.196961189178212,0.2718166932179551,7,3
438,-3.3036694279635115,-5.265726543991365,5,3
439,0.1704914220845539,-3.497151352493562,4,3
440,0.0879898169314701,-4.02619407328824,4,3
441,2.5320022353207903,-2.0942501798556226,7,3
442,3.0959086665189104,-2.630494095413484,7,3
443,2.352886463073476,-3.416687943069734,7,3
444,3.4851794489896135,-0.864715196220674,7,3
445,-0.33205712351442984,5.473218463332854,8,3
446,1.679781461623891,-3.832628227798738,4,3
447,1.7125182398831684,-3.376593090622224,4,3
448,2.991159940627797,-3.3352308050082105,7,3
449,-0.07002048331739122,0.35042866316577004,2,3
450,2.14875199880956,-4.0997333303378,4,3
451,2.056770587829335,-5.974004246322908,4,3
452,0.4083813377892811,0.2888755425526719,2,3
453,-0.4509241929972332,-3.4972905889437573,5,3
454,3.493021512893422,-0.16904578360775901,7,3
455,1.0915855416333515,4.331828616531096,6,3
456,1.1841743239438374,-3.4748868719027417,4,3
457,1.0724468478238423,-6.0349497571871655,4,3
458,1.9589555510556538,-1.4143202081606765,2,3
459,4.715640808013662,-1.9571487680361648,7,3
460,2.9326403388058977,-5.990739323227205,4,3
461,1.081334138778432,0.6184353753640275,1,3
462,1.2762418040311176,5.872705481918059,6,3
463,-2.399042581650035,4.406225703628264,8,3
464,0.1069368520057041,-4.579351879684724,4,3
465,-1.0924514285051983,4.451126836211882,8,3
466,0.37771617856381723,-5.993949867813386,4,3
467,3.013416076568349,-0.8396790996477981,7,3
468,3.078019882110341,-5.956987358658113,4,3
469,-2.215287422271983,-2.047515131561555,5,3
470,2.3686399706876116,-2.46086785945157,7,3
471,-3.832216476532237,-1.6318354383395095,3,3
472,5.435272003082021,-0.4834621921465774,7,2
473,5.567967201141103,-4.846676804153718,7,0
474,3.45004799452184,6.878574393661223,6,1
475,-2.7484066239321394,-1.715147234527864,3,3
476,3.600513721374257,2.4201673492505176,1,3
477,1.3072293051755268,-3.267241455642976,4,3
478,2.8357985266721086,2.0177864059521777,1,3
479,0.24655869093297308,-5.630360104172029,4,3
480,0.9073331603085835,-2.276422716705598,2,3
481,4.798947597411855,-2.9964155927584546,7,3
482,2.389690662292226,-2.3096012845919507,7,3
483,0.7245975383794148,-1.098271824447908,2,3
484,2.0995197543179827,-4.486754395096101,4,3
485,-0.6705458513224285,-2.274741865722932,2,3
486,2.4385695704495745,-2.3390595689700024,7,3
